source_root,task,mode,seed_dir,run_name,group,alias,selection_protocol,seed,data_seed,model_seed,shuffle_seed,structure_seed,epochs,path,curated_link
results,publishable_pilot_20260313,simple,prune_grow_random,20260313_164133,canonical,seed_1,val_checkpoint_available,1,12,24,38,54,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_random/seed_1/20260313_164133,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_random/seed_1/20260313_164133
results,publishable_pilot_20260313,simple,prune_grow_random,20260313_165507,canonical,seed_2,val_checkpoint_available,2,13,25,39,55,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_random/seed_2/20260313_165507,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_random/seed_2/20260313_165507
results,publishable_pilot_20260313,simple,prune_grow_random,20260313_170139,canonical,seed_3,val_checkpoint_available,3,14,26,40,56,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_random/seed_3/20260313_170139,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_random/seed_3/20260313_170139
results,publishable_pilot_20260313,simple,prune_grow_random,20260313_170815,canonical,seed_4,val_checkpoint_available,4,15,27,41,57,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_random/seed_4/20260313_170815,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_random/seed_4/20260313_170815
results,publishable_pilot_20260313,simple,prune_grow_split,20260313_163636,canonical,seed_0,val_checkpoint_available,0,11,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_0/20260313_163636,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_0/20260313_163636
results,publishable_pilot_20260313,simple,prune_grow_split,20260313_165013,canonical,seed_1,val_checkpoint_available,1,12,24,38,54,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_1/20260313_165013,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_1/20260313_165013
results,publishable_pilot_20260313,simple,prune_grow_split,20260313_165646,canonical,seed_2,val_checkpoint_available,2,13,25,39,55,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_2/20260313_165646,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_2/20260313_165646
results,publishable_pilot_20260313,simple,prune_grow_split,20260313_170319,canonical,seed_3,val_checkpoint_available,3,14,26,40,56,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_3/20260313_170319,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_3/20260313_170319
results,publishable_pilot_20260313,simple,prune_grow_split,20260313_170955,canonical,seed_4,val_checkpoint_available,4,15,27,41,57,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_4/20260313_170955,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_grow_split/seed_4/20260313_170955
results,publishable_pilot_20260313,simple,prune_only,20260313_162955,canonical,seed_0,val_checkpoint_available,0,11,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_0/20260313_162955,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_0/20260313_162955
results,publishable_pilot_20260313,simple,prune_only,20260313_163957,canonical,seed_1,val_checkpoint_available,1,12,24,38,54,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_1/20260313_163957,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_1/20260313_163957
results,publishable_pilot_20260313,simple,prune_only,20260313_165332,canonical,seed_2,val_checkpoint_available,2,13,25,39,55,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_2/20260313_165332,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_2/20260313_165332
results,publishable_pilot_20260313,simple,prune_only,20260313_170006,canonical,seed_3,val_checkpoint_available,3,14,26,40,56,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_3/20260313_170006,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_3/20260313_170006
results,publishable_pilot_20260313,simple,prune_only,20260313_170639,canonical,seed_4,val_checkpoint_available,4,15,27,41,57,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_4/20260313_170639,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/publishable_pilot_20260313/simple/prune_only/seed_4/20260313_170639
results,simple,prune_only,seed_1,20260312_224012,canonical,seed_1,legacy_final_test_only,1,12,24,38,54,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/simple/prune_only/seed_1/20260312_224012,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/simple/prune_only/seed_1/20260312_224012
results,simple,prune_only,seed_1,20260312_224300,canonical,seed_1,legacy_final_test_only,1,12,24,38,54,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/simple/prune_only/seed_1/20260312_224300,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/results/simple/prune_only/seed_1/20260312_224300
